id,name,text,trans
0000000000000,広,プロデューサー、プロデューサー。,制作人、制作人。
0000000000000,広,広ちゃんと思い出を語り合う会、しよ。,来办个和小广一起回忆往事的小会吧。
0000000000000,{user},……突然どうしました？,……怎么突然这么说？
0000000000000,広,あのね。今日も、千奈と佑芽と……\nプロデューサーの話でもりあがった。,那个啊。今天，我和千奈还有佑芽……\n聊制作人的话题聊得很开心。
0000000000000,広,それで……ん？　なに？,然后……嗯？怎么了？
0000000000000,{user},話をさえぎってしまって\n申し訳ないのですが。,打断您的话实在不好意思。
0000000000000,{user},広さんとお友達との、\nプロデューサー談議の内容がですね……,只是，小广同学和朋友们之间的……\n制作人话题的内容……
0000000000000,{user},プロデューサー科に広まっています。\n心当たりがありますね？,已经在制作人科传开了。\n您心里有数吧？
0000000000000,広,そうなんだ……佑芽の声が大きいから。\nあとでしかっておく。,这样啊……都怪佑芽嗓门太大。\n我待会说说她。
0000000000000,{user},お友達のせいにしてはいけません。\nせめて教室ではお話ししないように。,不能把错推给朋友。\n至少请别在教室里讨论这些。
0000000000000,広,はーい。これからはちゃんと……\n千奈の部屋で秘密の話、する。,好——我知道了。以后我会乖乖地……\n在千奈房间里说悄悄话。
0000000000000,{user},………………………………………………,………………………………………………
0000000000000,広,その顔いいね。しぶい。,那表情不错嘛。挺酷的。
0000000000000,{user},で、なんでしたっけ？,对了，刚才说到哪儿来着？
0000000000000,広,広ちゃんと思い出を語り合う会、しよ。,来办个和小广一起回忆往事的小会吧。
0000000000000,広,プロデューサー、質問。,制作人，提问。
0000000000000,広,篠澤広をプロデュースしていて……\nいちばんどきどきした瞬間は？,在培育筱泽广的过程中……\n最让你心动的一刻是？
0000000000000,{user},……一番かどうかはわかりませんが。\nすぐに思いつくものだと……,……我不敢肯定是不是最心动的。\但立刻浮现在脑海里的场景是……
0000000000000,{user},バラエティ番組に出演した広さんが、\n打ち合わせを無視して、\n激辛を注文した瞬間ですね。,小广同学上综艺节目时，\n无视了事先的商量，\n点了超辣菜品的那一瞬间。
0000000000000,広,……思ったのと違う。,……和我想的不一样。
0000000000000,{user},喉をいたわらなければならない\n仕事なのですから……,既然是必须保养嗓子的\n工作……
0000000000000,{user},好物を食べるなとは言いませんが、\n相談の上でお願いします。,虽然我不会说不能吃喜欢的东西，\n但请在我辅导后再说。
0000000000000,広,ふふ……当日も、\nまったく同じことを言われた、ね。,呵呵……当天，\n你也是说了完全相同的话，呢。
0000000000000,広,わたしの気持ちを尊重して、\nだけど……心配もして。,尊重我的心情，\n但……又担心着我。
0000000000000,広,プロデューサーは、いつもしぶい顔で、\n<em\=>ぐらぐら</em>してくれている。,制作人总是板着脸，\n为我<em\=>摇摇晃晃</em>。
0000000000000,広,……そういうところが、すき。,……那样的地方，我喜欢。
0000000000000,{user},やはり……一番は、それですね。,果然……还是那个呢。
0000000000000,広,……えっ。,……欸。
0000000000000,{user},あなたが<em\=>それ</em>をはじめて口にしたとき。,当你第一次说出<em\=>那个</em>的时候。
0000000000000,{user},とてもどきどきしましたよ。,我非常心跳不已哦。
0000000000000,広,…………………ふいうちはずるい。,…………………搞突袭太狡猾了。
0000000000000,広,そういうところは……きらい。,那样的地方……我讨厌。
info,adv_cidol-shro-3-018_02.txt,,
译者,,,
